rel_paths	fnames	last_mc	last_mn	KeySig	TimeSig	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	musescore	ambitus	originalFormat	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument
MS3	203 O Mensch, schau Jesum Christum an	21	21	1: -1	1: 3/4	0										2021-11-22	Linux			3.6.2	38-74 (D2-D5)	cap	54-74 (F#3-D5)	Sopran/Alt	38-63 (D2-Eb4)	Tenor/Baß
MS3	204 Wer weiß, wie nahe mir mein Ende	11	11	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	38-74 (D2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	38-63 (D2-Eb4)	Tenor/Baß
MS3	205 Herr Gott, dich loben wir	57	57	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	36-74 (C2-D5)	cap	55-74 (G3-D5)	Sopran/Alt	36-65 (C2-F4)	Tenor/Baß
MS3	206 So gibst du nun, mein Jesu, gute Nacht	16	16	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	38-77 (D2-F5)	cap	57-77 (A3-F5)	Sopran/Alt	38-67 (D2-G4)	Tenor/Baß
MS3	207 Des Heilgen Geistes reiche Gnad	16	16	1: -1	1: 3/4	0										2021-11-22	Linux			3.6.2	38-70 (D2-Bb4)	cap	57-70 (A3-Bb4)	Sopran/Alt	38-62 (D2-D4)	Tenor/Baß
MS3	208 Als vierzig Tag nach Ostern war	22	22	1: 1	1: 3/4	0										2021-11-22	Linux			3.6.2	40-71 (E2-B4)	cap	59-71 (B3-B4)	Sopran/Alt	40-64 (E2-E4)	Tenor/Baß
MS3	209 Dir, dir, Jehova, will ich singen	18	18	1: -2	1: 3/4	0										2021-11-22	Linux			3.6.2	41-79 (F2-G5)	cap	62-79 (D4-G5)	Sopran/Alt	41-67 (F2-G4)	Tenor/Baß
MS3	210 Christe, du Beistand deiner Kreuzgemeinde	16	16	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	41-74 (F2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	41-65 (F2-F4)	Tenor/Baß
MS3	211 Weltlich Ehr und zeitlich Gut	16	16	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	42-76 (F#2-E5)	cap	60-76 (C4-E5)	Sopran/Alt	42-66 (F#2-F#4)	Tenor/Baß
MS3	212 Herr, ich denk an jene Zeit	14	14	1: -3	1: 4/4	0										2021-11-22	Linux			3.6.2	39-77 (Eb2-F5)	cap	58-77 (Bb3-F5)	Sopran/Alt	39-65 (Eb2-F4)	Tenor/Baß
MS3	213 O wie selig seid ihr doch, ihr Frommen	11	11	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	38-76 (D2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	38-65 (D2-F4)	Tenor/Baß
MS3	214 Mitten wir im Leben sind	27	27	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	36-74 (C2-D5)	cap	55-74 (G3-D5)	Sopran/Alt	36-65 (C2-F4)	Tenor/Baß
MS3	215 Verleih uns Frieden gnädiglich	28	28	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	38-77 (D2-F5)	cap	57-77 (A3-F5)	Sopran/Alt	38-63 (D2-Eb4)	Tenor/Baß
MS3	216 Es ist genug, so nimm, Herr...	20	20	1: 3	1: 4/4	0										2021-11-22	Linux			3.6.2	45-76 (A2-E5)	cap	61-76 (C#4-E5)	Sopran/Alt	45-67 (A2-G4)	Tenor/Baß
MS3	218 Laß, o Herr, dein Ohr sich neigen	17	17	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	42-74 (F#2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	42-65 (F#2-F4)	Tenor/Baß
MS3	219 O wie seid ihr doch, ihr Frommen	11	11	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	36-77 (C2-F5)	cap	57-77 (A3-F5)	Sopran/Alt	36-62 (C2-D4)	Tenor/Baß
MS3	220 Sollt ich meniem Gott nicht singen	32	32	1: -1	1: 3/4	0										2021-11-22	Linux			3.6.2	38-77 (D2-F5)	cap	57-77 (A3-F5)	Sopran/Alt	38-67 (D2-G4)	Tenor/Baß
MS3	221 Herr, straf mich nicht in deinem Zorn	12	12	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	44-74 (G#2-D5)	cap	61-74 (C#4-D5)	Sopran/Alt	44-65 (G#2-F4)	Tenor/Baß
MS3	222 Nun preiset alle Gottes Barmherzigkeit	18	18	1: 1	1: 3/4	0										2021-11-22	Linux			3.6.2	43-76 (G2-E5)	cap	62-76 (D4-E5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	223 Ich dank dir, Gott, für deine Wohltat	16	16	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	36-72 (C2-C5)	cap	55-72 (G3-C5)	Sopran/Alt	36-64 (C2-E4)	Tenor/Baß
MS3	224 Das walt Gott Vater und Gott Sohn	9	9	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	41-77 (F2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	41-69 (F2-A4)	Tenor/Baß
MS3	225 Gott, der du selber bist das Licht	12	12	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	40-77 (E2-F5)	cap	62-77 (D4-F5)	Sopran/Alt	40-67 (E2-G4)	Tenor/Baß
MS3	226 Herr Jesu Christ, du hast bereit'	12	12	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	42-74 (F#2-D5)	cap	55-74 (G3-D5)	Sopran/Alt	42-63 (F#2-Eb4)	Tenor/Baß
MS3	227 Lobet den Herren, denn er ist sehr freundlich	20	20	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	38-74 (D2-D5)	cap	55-74 (G3-D5)	Sopran/Alt	38-67 (D2-G4)	Tenor/Baß
MS3	228 Danket dem Herren, denn er ist sehr freundlich	7	7	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	40-76 (E2-E5)	cap	64-76 (E4-E5)	Sopran/Alt	40-65 (E2-F4)	Tenor/Baß
MS3	229 Ich danke dir, o Gott, in deinem Throne	19	19	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	41-74 (F2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	41-63 (F2-Eb4)	Tenor/Baß
MS3	230 Christ, der du bist der helle Tag	11	11	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	43-77 (G2-F5)	cap	62-77 (D4-F5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	231 Die Nacht ist kommen	15	15	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	38-74 (D2-D5)	cap	59-74 (B3-D5)	Sopran/Alt	38-65 (D2-F4)	Tenor/Baß
MS3	232 Die Sonn hat sich mit ihrem Glanz gewendet	12	12	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	38-76 (D2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	38-65 (D2-F4)	Tenor/Baß
MS3	233 Werde munter, mein Gemüte	12	12	1: 3	1: 4/4	0										2021-11-22	Linux			3.6.2	45-78 (A2-F#5)	cap	64-78 (E4-F#5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
MS3	234 Gott lebet noch	38	38	1: -1	1: 3/4	0										2021-11-22	Linux			3.6.2	41-77 (F2-F5)	cap	57-77 (A3-F5)	Sopran/Alt	41-67 (F2-G4)	Tenor/Baß
MS3	235 Heilig, heilig	17	17	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	36-77 (C2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	36-65 (C2-F4)	Tenor/Baß
MS3	236 O Jesu, du mein Bräutigam	9	9	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	40-78 (E2-F#5)	cap	59-78 (B3-F#5)	Sopran/Alt	40-67 (E2-G4)	Tenor/Baß
MS3	237 Was betrübst du dich, mein Herze	16	16	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	38-77 (D2-F5)	cap	55-77 (G3-F5)	Sopran/Alt	38-67 (D2-G4)	Tenor/Baß
MS3	239 Den Vater dort oben	14	14	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	36-76 (C2-E5)	cap	55-76 (G3-E5)	Sopran/Alt	36-64 (C2-E4)	Tenor/Baß
MS3	240 Nun sich der Tag geendet hat	9	9	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	36-76 (C2-E5)	cap	64-76 (E4-E5)	Sopran/Alt	36-65 (C2-F4)	Tenor/Baß
MS3	241 Was willst du mich, o meine Seele, kränken	26	26	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	36-74 (C2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	36-65 (C2-F4)	Tenor/Baß
MS3	242 Wie bist du, Seele, in mir so gar betrübt	12	12	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	40-72 (E2-C5)	cap	59-72 (B3-C5)	Sopran/Alt	40-65 (E2-F4)	Tenor/Baß
MS3	243 Jesu, du mein liebstes Leben	20	20	1: -2	1: 3/4	0										2021-11-22	Linux			3.6.2	38-77 (D2-F5)	cap	59-77 (B3-F5)	Sopran/Alt	38-65 (D2-F4)	Tenor/Baß
MS3	244 Jesu, Jesu, du bist mein	16	16	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	39-77 (Eb2-F5)	cap	55-77 (G3-F5)	Sopran/Alt	39-65 (Eb2-F4)	Tenor/Baß
MS3	245 Christe, der du bist Tag und Licht	9	9	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	41-72 (F2-C5)	cap	60-72 (C4-C5)	Sopran/Alt	41-63 (F2-Eb4)	Tenor/Baß
MS3	246 Singt dem Herrn ein neues Lied	13	13	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	43-78 (G2-F#5)	cap	59-78 (B3-F#5)	Sopran/Alt	43-65 (G2-F4)	Tenor/Baß
MS3	247 Wenn wir in höchsten Nöten sein	9	9	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	43-74 (G2-D5)	cap	61-74 (C#4-D5)	Sopran/Alt	43-64 (G2-E4)	Tenor/Baß
MS3	248 Sei lob und Ehr dem höchsten Gut	12	12	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	43-79 (G2-G5)	cap	60-79 (C4-G5)	Sopran/Alt	43-69 (G2-A4)	Tenor/Baß
MS3	249 Allein Gott in der Höh sei Ehr	12	12	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	43-74 (G2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	43-65 (G2-F4)	Tenor/Baß
MS3	250 Ein feste Burg ist unser Gott	13	13	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	43-74 (G2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	43-66 (G2-F#4)	Tenor/Baß
MS3	251 Ich bin ja, Herr, in deiner Macht	12	12	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	43-79 (G2-G5)	cap	62-79 (D4-G5)	Sopran/Alt	43-62 (G2-D4)	Tenor/Baß
MS3	252 Jesu, nun sei gepreist	32	32	1: -2	1: 4/4, 17: 3/4	0										2021-11-22	Linux			3.6.2	41-77 (F2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	41-65 (F2-F4)	Tenor/Baß
MS3	253 Ach Gott, vom Himmel sieh darein	18	18	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	41-74 (F2-D5)	cap	60-74 (C4-D5)	Sopran/Alt	41-66 (F2-F#4)	Tenor/Baß
MS3	254 Weg, mein Herz, mit den Gedanken	13	13	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	43-81 (G2-A5)	cap	59-81 (B3-A5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	255 Was frag ich nach der Welt	17	17	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	40-76 (E2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	40-66 (E2-F#4)	Tenor/Baß
MS3	256 Jesu, deine tiefen Wunden	13	13	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	41-79 (F2-G5)	cap	60-79 (C4-G5)	Sopran/Alt	41-67 (F2-G4)	Tenor/Baß
MS3	257 Nun laßt uns Gott den Herren	17	17	1: -2	1: 3/4	0										2021-11-22	Linux			3.6.2	46-75 (Bb2-Eb5)	cap	62-75 (D4-Eb5)	Sopran/Alt	46-63 (Bb2-Eb4)	Tenor/Baß
MS3	258 Mein Augen schließ ich jetzt in Gottes Namen	17	17	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	38-76 (D2-E5)	cap	55-76 (G3-E5)	Sopran/Alt	38-66 (D2-F#4)	Tenor/Baß
MS3	259 Verleih uns Frieden gnädiglich	28	28	1: 3	1: 4/4	0										2021-11-22	Linux			3.6.2	45-76 (A2-E5)	cap	61-76 (C#4-E5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
MS3	260 Es ist gewißlich an der Zeit	12	12	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	43-77 (G2-F5)	cap	62-77 (D4-F5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	261 Christ lag in Todesbanden	14	14	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	40-78 (E2-F#5)	cap	55-78 (G3-F#5)	Sopran/Alt	40-66 (E2-F#4)	Tenor/Baß
MS3	262 Ach Gott, vom Himmel sieh darein	13	13	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	43-74 (G2-D5)	cap	58-74 (Bb3-D5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	263 Jesu, meine Freude	13	13	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	43-79 (G2-G5)	cap	59-79 (B3-G5)	Sopran/Alt	43-69 (G2-A4)	Tenor/Baß
MS3	264 Jesu, meines Herzens Freud	13	13	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	46-77 (Bb2-F5)	cap	58-77 (Bb3-F5)	Sopran/Alt	46-69 (Bb2-A4)	Tenor/Baß
MS3	265 Was mein Gott will, das gescheh allzeit	17	17	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	42-76 (F#2-E5)	cap	61-76 (C#4-E5)	Sopran/Alt	42-67 (F#2-G4)	Tenor/Baß
MS3	266 Herr Jesu Christ, du höchstes Gut	13	13	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	41-74 (F2-D5)	cap	58-74 (Bb3-D5)	Sopran/Alt	41-67 (F2-G4)	Tenor/Baß
MS3	267 Vater unser im Himmelreich	13	13	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	43-77 (G2-F5)	cap	57-77 (A3-F5)	Sopran/Alt	43-65 (G2-F4)	Tenor/Baß
MS3	268 Nun lob, mein Seel, den Herren	21	21	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	43-79 (G2-G5)	cap	62-79 (D4-G5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	269 Jesu, der du meine Seele	14	14	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	41-75 (F2-Eb5)	cap	60-75 (C4-Eb5)	Sopran/Alt	41-65 (F2-F4)	Tenor/Baß
MS3	270 Befiehl du deine Wege	14	14	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	41-74 (F2-D5)	cap	56-74 (G#3-D5)	Sopran/Alt	41-64 (F2-E4)	Tenor/Baß
MS3	271 Gib dich zufrieden und sei stille	14	14	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	43-79 (G2-G5)	cap	59-79 (B3-G5)	Sopran/Alt	43-64 (G2-E4)	Tenor/Baß
MS3	273 Ein feste Burg ist unser Gott	14	14	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	38-74 (D2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	38-69 (D2-A4)	Tenor/Baß
MS3	274 O Ewigkeit, du Donnerwort	13	13	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	41-77 (F2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	41-67 (F2-G4)	Tenor/Baß
MS3	275 O Welt, sieh hier dein Leben	13	13	1: 3	1: 4/4	0										2021-11-22	Linux			3.6.2	45-76 (A2-E5)	cap	61-76 (C#4-E5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
MS3	276 Lobt Gott, ihr Christen allzugleich	11	11	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	43-76 (G2-E5)	cap	62-76 (D4-E5)	Sopran/Alt	43-69 (G2-A4)	Tenor/Baß
MS3	277 Herzlieb lieb hab ich dich, o Herr	21	21	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	43-77 (G2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	43-65 (G2-F4)	Tenor/Baß
MS3	278 Wie schön leuchtet der Morgenstern	16	16	1: 4	1: 4/4	0										2021-11-22	Linux			3.6.2	42-76 (F#2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	42-66 (F#2-F#4)	Tenor/Baß
MS3	279 Ach Gott und Herr	11	11	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	41-74 (F2-D5)	cap	60-74 (C4-D5)	Sopran/Alt	41-67 (F2-G4)	Tenor/Baß
MS3	280 Eins ist not!, ach Herr, dies Eine	25	25	1: 2	1: 4/4, 9: 3/4	0										2021-11-22	Linux			3.6.2	43-74 (G2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	43-66 (G2-F#4)	Tenor/Baß
MS3	281 Wo soll ich fliehen hin	13	13	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	42-77 (F#2-F5)	cap	62-77 (D4-F5)	Sopran/Alt	42-69 (F#2-A4)	Tenor/Baß
MS3	282 Freu dich sehr, o meine Seele	13	13	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	43-81 (G2-A5)	cap	62-81 (D4-A5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	283 Jesu, meine Freude	13	13	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	43-79 (G2-G5)	cap	59-79 (B3-G5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	283bis Herr Jesu Christ, wahr' Mensch und Gott	13	13	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	43-77 (G2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	43-65 (G2-F4)	Tenor/Baß
MS3	284 Wär Gott nicht mit uns diese Zeit	12	12	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	45-76 (A2-E5)	cap	60-76 (C4-E5)	Sopran/Alt	45-64 (A2-E4)	Tenor/Baß
MS3	285 Befiehl du deine Wege	14	14	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	45-76 (A2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	45-64 (A2-E4)	Tenor/Baß
MS3	286 Herr, ich habe mißgehandelt	10	10	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	45-79 (A2-G5)	cap	62-79 (D4-G5)	Sopran/Alt	45-64 (A2-E4)	Tenor/Baß
MS3	287 Gelobet seist du, Jesu Christ	11	11	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	45-78 (A2-F#5)	cap	59-78 (B3-F#5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
MS3	288 Nun ruhen alle Wälder	13	13	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	41-77 (F2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	41-67 (F2-G4)	Tenor/Baß
MS3	289 Es ist das Heil uns kommen her	12	12	1: 4	1: 4/4	0										2021-11-22	Linux			3.6.2	44-76 (G#2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	44-68 (G#2-G#4)	Tenor/Baß
MS3	290 Was frag ich nach der Welt	17	17	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	43-76 (G2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	43-66 (G2-F#4)	Tenor/Baß
MS3	291 Nimm von uns, Herr, du treuer Gott	13	13	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	41-77 (F2-F5)	cap	57-77 (A3-F5)	Sopran/Alt	41-65 (F2-F4)	Tenor/Baß
MS3	292 Was Gott tut, das ist wohlgetan	12	12	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	38-76 (D2-E5)	cap	55-76 (G3-E5)	Sopran/Alt	38-64 (D2-E4)	Tenor/Baß
MS3	293 Herr Jesu Christ, du höchstes Gut	13	13	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	42-78 (F#2-F#5)	cap	61-78 (C#4-F#5)	Sopran/Alt	42-67 (F#2-G4)	Tenor/Baß
MS3	294 Herr Jesu Christ, mein's Lebens Licht	9	9	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	45-78 (A2-F#5)	cap	59-78 (B3-F#5)	Sopran/Alt	45-67 (A2-G4)	Tenor/Baß
MS3	295 Nun lob, mein Seel, den Herren	38	38	1: 0	1: 3/4	0										2021-11-22	Linux			3.6.2	43-79 (G2-G5)	cap	59-79 (B3-G5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	296 Jesu, der du meine Seele	16	16	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	43-75 (G2-Eb5)	cap	60-75 (C4-Eb5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	297 Weg, mein Herz, mit den Gedanken	27	27	1: 0	1: 3/4	0										2021-11-22	Linux			3.6.2	43-81 (G2-A5)	cap	60-81 (C4-A5)	Sopran/Alt	43-65 (G2-F4)	Tenor/Baß
MS3	298 Meinen Jesum lass ich nicht, weil	13	13	1: -3	1: 4/4	0										2021-11-22	Linux			3.6.2	41-77 (F2-F5)	cap	58-77 (Bb3-F5)	Sopran/Alt	41-65 (F2-F4)	Tenor/Baß
MS3	299 Warum betrübst du dich, mein Herz	11	11	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	45-76 (A2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	45-67 (A2-G4)	Tenor/Baß
MS3	300 Ach lieben Christen, seid getrost	12	12	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	41-74 (F2-D5)	cap	58-74 (Bb3-D5)	Sopran/Alt	41-66 (F2-F#4)	Tenor/Baß
MS3	301 Hilf, Gott, daß mirs gelinge	23	23	1: -1	1: 3/4	0										2021-11-22	Linux			3.6.2	38-74 (D2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	38-65 (D2-F4)	Tenor/Baß
MS3	302 Herr Christ, der ein'ge Gottes Sohn	12	12	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	41-72 (F2-C5)	cap	60-72 (C4-C5)	Sopran/Alt	41-62 (F2-D4)	Tenor/Baß
MS3	303 Auf meinen lieben Gott	13	13	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	43-77 (G2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	304 Wie schön leuchtet der Morgenstern	16	16	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	42-74 (F#2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	42-66 (F#2-F#4)	Tenor/Baß
MS3	305 O Mensch, bewein dein Sünde groß	20	20	1: -3	1: 4/4	0										2021-11-22	Linux			3.6.2	39-75 (Eb2-Eb5)	cap	58-75 (Bb3-Eb5)	Sopran/Alt	39-65 (Eb2-F4)	Tenor/Baß
